place,bib,racer_id,group,time,race_id
7,37,50,ALL,00:28:06.5,163
4,49,22,ALL,00:24:32.0,163
8,85,4,ALL,00:29:48.1,163
9,11,2,ALL,00:30:11.7,163
2,1,1,ALL,00:24:28.8,164
10,27,3,ALL,00:35:28.7,164
11,77,33,ALL,00:35:30.0,164
12,26,325,ALL,00:39:55.2,164
1,73,8,ALL,00:23:48.0,164
3,53,7,ALL,00:24:37.5,164
4,88,16,ALL,00:25:18.7,164
5,85,38,ALL,00:26:17.8,164
6,49,22,ALL,00:27:09.8,164
7,33,48,ALL,00:30:35.6,164
8,11,2,ALL,00:30:48.8,164
9,93,4,ALL,00:30:50.9,164
3,1,1,ALL,00:24:11.0,165
10,50,328,ALL,00:44:17.4,165
1,73,8,ALL,00:21:11.0,165
2,87,7,ALL,00:23:34.0,165
4,88,16,ALL,00:24:40.4,165
5,44,5,ALL,00:26:07.1,165
6,26,4,ALL,00:28:44.0,165
7,93,355,ALL,00:29:22.5,165
8,77,33,ALL,00:32:57.8,165
9,8,143,ALL,00:33:22.9,165
2,44,5,ALL,00:24:00.9,166
10,27,3,ALL,00:34:34.8,166
11,88,56,ALL,00:36:22.4,166
3,100,1,ALL,00:24:12.4,166
4,80,16,ALL,00:24:32.8,166
5,55,7,ALL,00:24:47.8,166
6,77,68,ALL,00:26:14.4,166
7,49,22,ALL,00:30:29.4,166
8,11,2,ALL,00:30:30.9,166
9,73,4,ALL,00:30:32.1,166
1,26,8,ALL,00:20:42.0,166
2,1,1,ALL,00:24:50.0,167
10,11,2,ALL,00:42:41.0,167
11,27,4,ALL,00:42:43.2,167
4,80,16,ALL,00:24:52.1,167
3,44,5,ALL,00:24:52.0,167
1,26,8,ALL,00:20:32.0,167
5,100,68,ALL,00:26:02.6,167
6,53,19,ALL,00:30:33.8,167
7,73,48,ALL,00:30:41.2,167
8,47,33,ALL,00:32:33.9,167
9,101,56,ALL,00:34:42.8,167
3,1,1,ALL,00:23:41.0,168
10,27,33,ALL,00:33:05.1,168
11,33,3,ALL,00:35:16.6,168
12,77,137,ALL,00:35:30.5,168
13,47,10,ALL,00:37:15.4,168
4,53,49,ALL,00:23:43.0,168
2,88,22,ALL,00:23:36.0,168
1,26,8,ALL,00:22:45.0,168
5,93,4,ALL,00:26:33.1,168
6,8,16,ALL,00:28:44.3,168
7,73,46,ALL,00:28:59.3,168
8,55,48,ALL,00:30:35.5,168
9,11,2,ALL,00:31:07.2,168
1,88,16,ALL,00:26:47.0,169
3,50,4,ALL,00:28:20.9,169
4,47,48,ALL,00:30:07.4,169
5,80,203,ALL,00:33:36.2,169
6,93,10,ALL,00:41:07.9,169
7,85,293,ALL,00:41:12.4,169
1,77,176,ALL,00:19:00.0,169
2,73,8,ALL,00:21:31.0,169
2,1,1,ALL,00:23:40.0,170
1,73,8,ALL,00:20:22.0,170
3,44,5,ALL,00:25:05.6,170
4,80,16,ALL,00:25:20.6,170
5,85,370,ALL,00:25:33.4,170
6,93,114,ALL,00:26:09.0,170
3,1,1,ALL,00:24:05.0,171
9,2,7,ALL,00:26:45.0,171
11,26,56,ALL,00:34:31.2,171
12,93,4,ALL,00:39:21.8,171
13,8,172,ALL,00:39:26.1,171
1,101,8,ALL,00:21:44.0,171
2,73,78,ALL,00:21:56.0,171
4,44,5,ALL,00:24:49.5,171
5,100,38,ALL,00:25:20.2,171
6,85,68,ALL,00:25:50.0,171
7,88,16,ALL,00:26:02.8,171
8,49,22,ALL,00:26:20.4,171
10,11,2,ALL,00:29:04.2,171
2,1,1,ALL,00:22:56.0,172
1,101,8,ALL,00:21:05.0,172
3,26,283,ALL,00:22:57.0,172
4,33,291,ALL,00:22:57.0,172
5,80,16,ALL,00:25:13.3,172
6,44,5,ALL,00:25:41.1,172
7,85,4,ALL,00:28:18.2,172
8,11,2,ALL,00:28:20.2,172
3,1,1,ALL,00:24:55.0,173
1,47,8,ALL,00:23:49.0,173
2,88,16,ALL,00:24:44.0,173
4,44,5,ALL,00:25:19.2,173
5,26,4,ALL,00:25:30.2,173
6,2,15,ALL,00:28:38.9,173
7,11,2,ALL,00:29:44.0,173
8,77,20,ALL,00:29:45.5,173
9,55,280,ALL,01:00:59.8,173
4,1,1,ALL,00:23:29.0,174
10,11,2,ALL,00:28:44.1,174
11,100,20,ALL,00:28:57.3,174
12,48,56,ALL,00:33:24.0,174
13,27,3,ALL,00:38:12.6,174
2,35,78,ALL,00:21:44.0,174
3,93,174,ALL,00:22:11.0,174
5,44,5,ALL,00:23:53.3,174
6,80,16,ALL,00:24:05.1,174
1,26,8,ALL,00:20:30.0,174
7,47,223,ALL,00:24:34.9,174
8,101,7,ALL,00:24:49.0,174
9,56,38,ALL,00:28:07.7,174
